Count,Serial No.,Image Name,Annotations,X,Y,R,G,B,Grayscale,Hex,Prediction,CountBlue,CountBrown,Image Name.1,browntype,FinalPred,CountW,CountM,CountS,CountN
760,34,171.png,65,171,78,134,127,162,0.5137686133384705,#867fa2,Blue,177.0,,171.png,,N,,,,177.0
761,34,171.png,65,169,96,97,91,136,0.374586284160614,#615b88,Blue,178.0,,171.png,,N,,,,178.0
762,34,171.png,65,125,61,121,123,162,0.4917133152484894,#797ba2,Blue,179.0,,171.png,,N,,,,179.0
763,34,171.png,65,111,65,140,123,148,0.5035881996154785,#8c7b94,Brown,,584.0,171.png,1.0,W,66.0,,,
764,34,171.png,65,127,38,186,182,209,0.7246929407119751,#bab6d1,Blue,180.0,,171.png,,N,,,,180.0
765,34,171.png,65,93,29,111,86,57,0.3498886227607727,#6f5639,Brown,,585.0,171.png,2.0,M,,242.0,,
766,34,171.png,65,81,24,112,83,58,0.3425882458686829,#70533a,Brown,,586.0,171.png,2.0,M,,243.0,,
767,34,171.png,65,78,34,100,66,41,0.2800882458686829,#644229,Brown,,587.0,171.png,2.0,M,,244.0,,
768,34,171.png,65,89,42,73,60,36,0.2393415570259094,#493c24,Brown,,588.0,171.png,0.0,S,,,278.0,
769,34,171.png,65,67,61,168,137,119,0.5579988360404968,#a88977,Brown,,589.0,171.png,1.0,W,67.0,,,
770,34,171.png,65,56,24,78,56,39,0.2331344932317734,#4e3827,Brown,,590.0,171.png,0.0,S,,,279.0,
771,34,171.png,65,35,15,90,75,109,0.316230982542038,#5a4b6d,Blue,181.0,,171.png,,N,,,,181.0
772,34,171.png,65,28,34,115,102,136,0.4204466640949249,#736688,Blue,182.0,,171.png,,N,,,,182.0
773,34,171.png,65,5,46,53,44,39,0.1786352843046188,#352c27,Brown,,591.0,171.png,0.0,S,,,280.0,
774,34,171.png,65,13,55,111,106,121,0.4240941405296326,#6f6a79,Brown,,592.0,171.png,2.0,M,,245.0,,
775,34,171.png,65,8,60,137,105,66,0.4274043142795563,#896942,Brown,,593.0,171.png,2.0,M,,246.0,,
776,34,171.png,65,0,74,91,58,49,0.2524062693119049,#5b3a31,Brown,,594.0,171.png,0.0,S,,,281.0,
777,34,171.png,65,2,88,143,112,109,0.4642007648944855,#8f706d,Brown,,595.0,171.png,1.0,W,68.0,,,
778,34,171.png,65,13,85,84,67,51,0.2723878622055054,#544333,Brown,,596.0,171.png,2.0,M,,247.0,,
779,34,171.png,65,22,71,167,134,109,0.5459216237068176,#a7866d,Brown,,597.0,171.png,1.0,W,69.0,,,
780,34,171.png,65,35,105,81,56,41,0.2361999899148941,#513829,Brown,,598.0,171.png,0.0,S,,,282.0,
781,34,171.png,65,30,115,123,93,66,0.3820717632770538,#7b5d42,Brown,,599.0,171.png,2.0,M,,248.0,,
782,34,171.png,65,25,119,73,57,35,0.2306423634290695,#493923,Brown,,600.0,171.png,0.0,S,,,283.0,
783,34,171.png,65,30,126,119,85,58,0.3540325462818146,#77553a,Brown,,601.0,171.png,2.0,M,,249.0,,
784,34,171.png,65,33,133,155,107,73,0.4499945342540741,#9b6b49,Brown,,602.0,171.png,2.0,M,,250.0,,
785,34,171.png,65,55,95,111,114,142,0.4524756968021393,#6f728e,Blue,183.0,,171.png,,N,,,,183.0
786,34,171.png,65,59,89,147,153,165,0.5983929634094238,#9399a5,Blue,184.0,,171.png,,N,,,,184.0
787,34,171.png,65,61,127,85,72,100,0.3011031448841095,#554864,Blue,185.0,,171.png,,N,,,,185.0
788,34,171.png,65,22,140,153,117,76,0.4772309958934784,#99754c,Brown,,603.0,171.png,1.0,W,70.0,,,
789,34,171.png,65,19,124,100,62,42,0.2691490352153778,#643e2a,Brown,,604.0,171.png,2.0,M,,251.0,,
790,34,171.png,65,22,130,65,48,42,0.200705498456955,#41302a,Brown,,605.0,171.png,0.0,S,,,284.0,
791,34,171.png,65,10,129,127,81,73,0.3537184298038483,#7f5149,Brown,,606.0,171.png,2.0,M,,252.0,,
792,34,171.png,65,1,138,83,51,49,0.2261011600494385,#533331,Brown,,607.0,171.png,0.0,S,,,285.0,
793,34,171.png,65,11,161,136,121,90,0.4782447218894958,#88795a,Brown,,608.0,171.png,1.0,W,71.0,,,
794,34,171.png,65,16,157,149,116,75,0.4708094000816345,#95744b,Brown,,609.0,171.png,1.0,W,72.0,,,
795,34,171.png,65,26,160,112,70,54,0.3049858808517456,#704636,Brown,,610.0,171.png,2.0,M,,253.0,,
796,34,171.png,65,36,165,97,83,84,0.3374395966529846,#615354,Brown,,611.0,171.png,2.0,M,,254.0,,
797,34,171.png,65,32,170,102,78,54,0.3190964758396149,#664e36,Brown,,612.0,171.png,2.0,M,,255.0,,
798,34,171.png,65,41,178,125,118,119,0.4688611924648285,#7d7677,Brown,,613.0,171.png,1.0,W,73.0,,,
799,34,171.png,65,2,171,162,145,134,0.5796839594841003,#a29186,Brown,,614.0,171.png,1.0,W,74.0,,,
800,34,171.png,65,14,181,187,166,152,0.6645219922065735,#bba698,Brown,,615.0,171.png,1.0,W,75.0,,,
801,34,171.png,65,18,192,147,144,181,0.5776674747467041,#9390b5,Blue,186.0,,171.png,,N,,,,186.0
802,34,171.png,65,28,199,60,49,36,0.1976478397846222,#3c3124,Brown,,616.0,171.png,0.0,S,,,286.0,
803,34,171.png,65,55,197,111,107,142,0.4328372478485107,#6f6b8e,Blue,187.0,,171.png,,N,,,,187.0
804,34,171.png,65,123,171,115,111,143,0.4476752877235413,#736f8f,Blue,188.0,,171.png,,N,,,,188.0
805,34,171.png,65,131,162,168,166,181,0.6568882465362549,#a8a6b5,Blue,189.0,,171.png,,N,,,,189.0
806,34,171.png,65,148,147,83,80,128,0.3297972679138184,#535080,Blue,190.0,,171.png,,N,,,,190.0
807,34,171.png,65,161,153,99,89,125,0.3675317764282227,#63597d,Blue,191.0,,171.png,,N,,,,191.0
808,34,171.png,65,162,158,109,101,137,0.4129239320755005,#6d6589,Blue,192.0,,171.png,,N,,,,192.0
809,34,171.png,65,161,176,100,100,129,0.4003564715385437,#646481,Blue,193.0,,171.png,,N,,,,193.0
810,34,171.png,65,169,192,108,103,143,0.4193980395793915,#6c678f,Blue,194.0,,171.png,,N,,,,194.0
811,34,171.png,65,179,188,129,124,138,0.4943996071815491,#817c8a,Brown,,617.0,171.png,1.0,W,76.0,,,
812,34,171.png,65,197,175,68,50,88,0.2218227535486221,#443258,Blue,195.0,,171.png,,N,,,,195.0
813,34,171.png,65,18,103,170,148,128,0.5930706262588501,#aa9480,Brown,,618.0,171.png,1.0,W,77.0,,,
814,34,171.png,65,19,110,174,154,119,0.6106921434402466,#ae9a77,Brown,,619.0,171.png,1.0,W,78.0,,,
815,34,171.png,65,12,110,162,124,87,0.5074796080589294,#a27c57,Brown,,620.0,171.png,1.0,W,79.0,,,
816,35,1725.png,1,256,267,113,114,145,0.4549905955791473,#717291,Blue,196.0,,1725.png,,N,,,,196.0
817,36,1730.png,1,204,118,101,102,121,0.4045388102531433,#656679,Blue,197.0,,1730.png,,N,,,,197.0
818,37,1737.png,3,58,182,154,165,186,0.6438298225402832,#9aa5ba,Blue,198.0,,1737.png,,N,,,,198.0
819,37,1737.png,3,72,189,144,152,163,0.5925219655036926,#9098a3,Blue,199.0,,1737.png,,N,,,,199.0
820,37,1737.png,3,150,253,165,170,193,0.6690031290054321,#a5aac1,Blue,200.0,,1737.png,,N,,,,200.0
821,38,1742.png,3,291,172,82,62,61,0.2595211565494537,#523e3d,Brown,,621.0,1742.png,0.0,S,,,287.0,
822,38,1742.png,3,320,218,125,121,116,0.4764294326305389,#7d7974,Brown,,622.0,1742.png,1.0,W,80.0,,,
823,38,1742.png,3,348,151,55,70,73,0.2628580331802368,#374649,Blue,201.0,,1742.png,,N,,,,201.0
824,39,177.png,4,2,43,58,44,38,0.1825192272663116,#3a2c26,Brown,,623.0,177.png,0.0,S,,,288.0,
825,39,177.png,4,6,28,87,56,29,0.2378070503473282,#57381d,Brown,,624.0,177.png,0.0,S,,,289.0,
826,39,177.png,4,15,11,115,111,129,0.4437168538570404,#736f81,Blue,202.0,,177.png,,N,,,,202.0
827,39,177.png,4,6,4,52,38,39,0.1609690189361572,#342627,Brown,,625.0,177.png,0.0,S,,,290.0,
828,40,188.png,18,61,14,35,32,35,0.1288384348154068,#232023,Brown,,626.0,188.png,0.0,S,,,291.0,
829,40,188.png,18,112,34,62,50,31,0.200706273317337,#3e321f,Brown,,627.0,188.png,0.0,S,,,292.0,
830,40,188.png,18,123,17,87,52,36,0.2285643070936203,#573424,Brown,,628.0,188.png,0.0,S,,,293.0,
831,40,188.png,18,138,29,84,59,77,0.2572953104972839,#543b4d,Brown,,629.0,188.png,0.0,S,,,294.0,
832,40,188.png,18,138,36,140,91,72,0.392323911190033,#8c5b48,Brown,,630.0,188.png,2.0,M,,256.0,,
833,40,188.png,18,149,40,27,25,29,0.1008368656039238,#1b191d,Brown,,631.0,188.png,0.0,S,,,295.0,
834,40,188.png,18,155,46,115,88,82,0.3659015893936157,#735852,Brown,,632.0,188.png,2.0,M,,257.0,,
835,40,188.png,18,164,36,45,32,31,0.1360407918691635,#2d201f,Brown,,633.0,188.png,0.0,S,,,296.0,
836,40,188.png,18,163,14,84,75,95,0.3072725534439087,#544b5f,Brown,,634.0,188.png,2.0,M,,258.0,,
837,40,188.png,18,179,25,44,27,31,0.12117999792099,#2c1b1f,Brown,,635.0,188.png,0.0,S,,,297.0,
838,40,188.png,18,197,57,45,37,28,0.1492200046777725,#2d251c,Brown,,636.0,188.png,0.0,S,,,298.0,
839,40,188.png,18,198,42,52,34,27,0.1463541239500046,#34221b,Brown,,637.0,188.png,0.0,S,,,299.0,
840,40,188.png,18,95,5,49,24,27,0.115799218416214,#31181b,Brown,,638.0,188.png,0.0,S,,,300.0,
841,40,188.png,18,183,7,40,41,29,0.1565580368041992,#28291d,Brown,,639.0,188.png,0.0,S,,,301.0,
842,40,188.png,18,169,2,142,128,128,0.5136274695396423,#8e8080,Brown,,640.0,188.png,1.0,W,81.0,,,
843,40,188.png,18,196,11,102,84,83,0.3441290259361267,#665453,Brown,,641.0,188.png,2.0,M,,259.0,,
844,40,188.png,18,151,18,130,116,114,0.4660031497478485,#827472,Brown,,642.0,188.png,1.0,W,82.0,,,
845,40,188.png,18,167,49,80,65,67,0.2679674625396729,#504143,Brown,,643.0,188.png,2.0,M,,260.0,,
846,41,1918.png,19,138,105,86,69,63,0.2830584347248077,#56453f,Brown,,644.0,1918.png,2.0,M,,261.0,,
847,41,1918.png,19,137,96,156,152,147,0.5979980230331421,#9c9893,Brown,,645.0,1918.png,1.0,W,83.0,,,
848,41,1918.png,19,134,87,159,148,150,0.5901243090629578,#9f9496,Brown,,646.0,1918.png,1.0,W,84.0,,,
849,41,1918.png,19,126,81,233,219,219,0.8704901933670044,#e9dbdb,Brown,,647.0,1918.png,1.0,W,85.0,,,
850,41,1918.png,19,137,71,115,117,118,0.4574395716190338,#737576,Brown,,648.0,1918.png,2.0,M,,262.0,,
851,41,1918.png,19,126,55,227,232,222,0.9028097987174988,#e3e8de,Brown,,649.0,1918.png,1.0,W,86.0,,,
852,41,1918.png,19,114,56,159,170,162,0.6552380323410034,#9faaa2,Brown,,650.0,1918.png,1.0,W,87.0,,,
853,41,1918.png,19,106,59,196,180,193,0.7228913903236389,#c4b4c1,Brown,,651.0,1918.png,1.0,W,88.0,,,
854,41,1918.png,19,93,67,192,186,176,0.731584370136261,#c0bab0,Brown,,652.0,1918.png,1.0,W,89.0,,,
855,41,1918.png,19,97,56,164,171,166,0.6633411645889282,#a4aba6,Brown,,653.0,1918.png,1.0,W,90.0,,,
856,41,1918.png,19,84,56,152,160,138,0.6145639419555664,#98a08a,Brown,,654.0,1918.png,1.0,W,91.0,,,
857,41,1918.png,19,76,57,148,140,143,0.5565345287322998,#948c8f,Brown,,655.0,1918.png,1.0,W,92.0,,,
858,41,1918.png,19,70,55,186,181,167,0.7100121974945068,#bab5a7,Brown,,656.0,1918.png,1.0,W,93.0,,,
859,41,1918.png,19,50,48,202,200,192,0.783718466758728,#cac8c0,Brown,,657.0,1918.png,1.0,W,94.0,,,
860,41,1918.png,19,126,91,169,163,169,0.6459121704101562,#a9a3a9,Brown,,658.0,1918.png,1.0,W,95.0,,,
861,41,1918.png,19,125,99,203,208,191,0.8067129254341125,#cbd0bf,Brown,,659.0,1918.png,1.0,W,96.0,,,
862,41,1918.png,19,8,38,154,150,143,0.5895894765853882,#9a968f,Brown,,660.0,1918.png,1.0,W,97.0,,,
863,41,1918.png,19,32,44,192,180,190,0.7187098264694214,#c0b4be,Brown,,661.0,1918.png,1.0,W,98.0,,,
864,41,1918.png,19,41,45,159,157,165,0.6196149587631226,#9f9da5,Brown,,662.0,1918.png,1.0,W,99.0,,,
865,42,2005.png,35,46,21,74,76,110,0.3059858977794647,#4a4c6e,Blue,203.0,,2005.png,,N,,,,203.0
866,42,2005.png,35,47,4,110,109,125,0.4328082203865051,#6e6d7d,Blue,204.0,,2005.png,,N,,,,204.0
867,42,2005.png,35,53,1,69,54,68,0.2282231450080872,#453644,Brown,,663.0,2005.png,0.0,S,,,302.0,
868,42,2005.png,35,57,5,66,57,70,0.2347051054239273,#423946,Brown,,664.0,2005.png,0.0,S,,,303.0,
869,42,2005.png,35,58,24,53,47,58,0.1924239248037338,#352f3a,Brown,,665.0,2005.png,0.0,S,,,304.0,
870,42,2005.png,35,66,17,61,67,73,0.2594415843486786,#3d4349,Blue,205.0,,2005.png,,N,,,,205.0
871,42,2005.png,35,69,8,98,80,92,0.332118421792984,#62505c,Brown,,666.0,2005.png,2.0,M,,263.0,,
872,42,2005.png,35,73,1,98,97,108,0.3843356966972351,#62616c,Brown,,667.0,2005.png,2.0,M,,264.0,,
873,42,2005.png,35,85,6,118,99,118,0.4094407558441162,#766376,Brown,,668.0,2005.png,2.0,M,,265.0,,
874,42,2005.png,35,83,15,102,87,104,0.3584831357002258,#665768,Brown,,669.0,2005.png,2.0,M,,266.0,,
875,42,2005.png,35,74,20,97,101,109,0.3950070738792419,#61656d,Blue,206.0,,2005.png,,N,,,,206.0
876,42,2005.png,35,82,50,72,66,94,0.2717404067516327,#48425e,Blue,207.0,,2005.png,,N,,,,207.0
877,42,2005.png,35,87,53,83,88,131,0.3530894219875336,#535883,Blue,208.0,,2005.png,,N,,,,208.0
878,42,2005.png,35,91,60,85,84,116,0.339292973279953,#555474,Blue,209.0,,2005.png,,N,,,,209.0
879,42,2005.png,35,97,58,64,67,118,0.2746651172637939,#404376,Blue,210.0,,2005.png,,N,,,,210.0
880,42,2005.png,35,87,68,57,49,60,0.2019337266683578,#39313c,Brown,,670.0,2005.png,0.0,S,,,305.0,
881,42,2005.png,35,89,82,52,56,54,0.2157090157270432,#343836,Brown,,671.0,2005.png,0.0,S,,,306.0,
882,42,2005.png,35,81,82,71,65,96,0.268667072057724,#474160,Blue,211.0,,2005.png,,N,,,,211.0
883,42,2005.png,35,67,80,120,105,140,0.4341607689857483,#78698c,Blue,212.0,,2005.png,,N,,,,212.0
884,42,2005.png,35,67,69,42,49,76,0.1939576417207718,#2a314c,Blue,213.0,,2005.png,,N,,,,213.0
885,42,2005.png,35,67,59,59,47,68,0.2002513706684113,#3b2f44,Brown,,672.0,2005.png,0.0,S,,,307.0,
886,42,2005.png,35,54,56,76,48,94,0.2245748937129974,#4c305e,Blue,214.0,,2005.png,,N,,,,214.0
887,42,2005.png,35,75,57,59,41,68,0.1834184378385544,#3b2944,Brown,,673.0,2005.png,0.0,S,,,308.0,
888,42,2005.png,35,76,67,79,72,84,0.2915792465209961,#4f4854,Brown,,674.0,2005.png,2.0,M,,267.0,,
889,42,2005.png,35,32,191,54,58,93,0.2340137213468552,#363a5d,Blue,215.0,,2005.png,,N,,,,215.0
890,42,2005.png,35,38,191,50,62,89,0.2407713830471039,#323e59,Blue,216.0,,2005.png,,N,,,,216.0
891,42,2005.png,35,25,182,81,85,92,0.3319792151451111,#51555c,Brown,,675.0,2005.png,2.0,M,,268.0,,
892,42,2005.png,35,25,197,83,77,101,0.3137466609477997,#534d65,Blue,217.0,,2005.png,,N,,,,217.0
893,42,2005.png,35,8,193,78,69,118,0.2919427454471588,#4e4576,Blue,218.0,,2005.png,,N,,,,218.0
894,42,2005.png,35,13,184,100,98,125,0.3936145305633545,#64627d,Blue,219.0,,2005.png,,N,,,,219.0
895,42,2005.png,35,10,173,71,57,101,0.2476368695497513,#473965,Blue,220.0,,2005.png,,N,,,,220.0
896,42,2005.png,35,35,169,76,70,98,0.2874266505241394,#4c4662,Blue,221.0,,2005.png,,N,,,,221.0
897,42,2005.png,35,37,160,69,60,75,0.2470352947711945,#453c4b,Brown,,676.0,2005.png,0.0,S,,,309.0,
898,42,2005.png,35,76,195,62,50,64,0.2100368589162827,#3e3240,Brown,,677.0,2005.png,0.0,S,,,310.0,
899,42,2005.png,35,89,194,121,129,149,0.504870593547821,#798195,Blue,222.0,,2005.png,,N,,,,222.0
900,43,2089.png,6,197,70,83,77,113,0.3171396255493164,#534d71,Blue,223.0,,2089.png,,N,,,,223.0
901,43,2089.png,6,189,69,67,60,74,0.2450858801603317,#433c4a,Brown,,678.0,2089.png,0.0,S,,,311.0,
902,43,2089.png,6,173,65,61,47,49,0.1965458691120148,#3d2f31,Brown,,679.0,2089.png,0.0,S,,,312.0,
903,43,2089.png,6,180,44,78,54,47,0.2297854870557785,#4e362f,Brown,,680.0,2089.png,0.0,S,,,313.0,
904,43,2089.png,6,189,38,85,71,55,0.2855741381645203,#554737,Brown,,681.0,2089.png,2.0,M,,269.0,,
905,43,2089.png,6,199,36,66,41,44,0.1824658811092377,#42292c,Brown,,682.0,2089.png,0.0,S,,,314.0,
906,44,2146.png,12,79,140,84,78,107,0.3190819919109344,#544e6b,Blue,224.0,,2146.png,,N,,,,224.0
907,44,2146.png,12,101,109,78,64,104,0.2739568948745728,#4e4068,Blue,225.0,,2146.png,,N,,,,225.0
908,44,2146.png,12,131,64,36,19,27,0.0909384340047836,#24131b,Brown,,683.0,2146.png,0.0,S,,,315.0,
909,44,2146.png,12,151,76,78,53,53,0.2286764830350876,#4e3535,Brown,,684.0,2146.png,0.0,S,,,316.0,
910,44,2146.png,12,158,120,37,15,30,0.0813980400562286,#250f1e,Brown,,685.0,2146.png,0.0,S,,,317.0,
911,44,2146.png,12,144,136,80,83,101,0.3280796110630035,#505365,Blue,226.0,,2146.png,,N,,,,226.0
912,44,2146.png,12,189,141,71,42,32,0.1860451102256775,#472a20,Brown,,686.0,2146.png,0.0,S,,,318.0,
913,44,2146.png,12,198,146,96,91,85,0.359332948923111,#605b55,Brown,,687.0,2146.png,2.0,M,,270.0,,
914,44,2146.png,12,113,190,99,102,143,0.4090925455093384,#63668f,Blue,227.0,,2146.png,,N,,,,227.0
915,44,2146.png,12,101,170,108,95,118,0.3898854851722717,#6c5f76,Blue,228.0,,2146.png,,N,,,,228.0
916,44,2146.png,12,85,184,53,55,99,0.2264603972434998,#353763,Blue,229.0,,2146.png,,N,,,,229.0
917,44,2146.png,12,87,198,62,52,110,0.2286541014909744,#3e346e,Blue,230.0,,2146.png,,N,,,,230.0
918,45,220.png,8,38,115,65,62,81,0.2510094046592712,#413e51,Blue,231.0,,220.png,,N,,,,231.0
919,45,220.png,8,142,120,71,54,40,0.2219729423522949,#473628,Brown,,688.0,220.png,0.0,S,,,319.0,
920,45,220.png,8,179,125,38,30,29,0.1240309849381447,#261e1d,Brown,,689.0,220.png,0.0,S,,,320.0,
921,45,220.png,8,170,132,97,67,51,0.2832211852073669,#614333,Brown,,690.0,220.png,2.0,M,,271.0,,
922,45,220.png,8,187,132,54,37,39,0.1598301976919174,#362527,Brown,,691.0,220.png,0.0,S,,,321.0,
923,45,220.png,8,198,163,59,27,28,0.1328317672014236,#3b1b1c,Brown,,692.0,220.png,0.0,S,,,322.0,
924,45,220.png,8,146,189,84,53,37,0.2291525602340698,#543525,Brown,,693.0,220.png,0.0,S,,,323.0,
925,45,220.png,8,146,199,109,85,95,0.3561607599258423,#6d555f,Brown,,694.0,220.png,2.0,M,,272.0,,
926,46,2208.png,46,92,180,63,48,60,0.204128235578537,#3f303c,Brown,,695.0,2208.png,0.0,S,,,324.0,
927,46,2208.png,46,99,191,86,61,90,0.2682486474514008,#563d5a,Brown,,696.0,2208.png,2.0,M,,273.0,,
928,46,2208.png,46,127,194,104,86,100,0.3562133312225342,#685664,Brown,,697.0,2208.png,2.0,M,,274.0,,
929,46,2208.png,46,122,162,63,44,54,0.1912098079919815,#3f2c36,Brown,,698.0,2208.png,0.0,S,,,325.0,
930,46,2208.png,46,146,159,105,82,71,0.3376250863075256,#695247,Brown,,699.0,2208.png,2.0,M,,275.0,,
931,46,2208.png,46,168,119,75,64,93,0.2683466970920563,#4b405d,Blue,232.0,,2208.png,,N,,,,232.0
932,46,2208.png,46,180,83,61,49,61,0.2055498063564301,#3d313d,Brown,,700.0,2208.png,0.0,S,,,326.0,
933,46,2208.png,46,156,91,72,58,82,0.2459035366773605,#483a52,Brown,,701.0,2208.png,0.0,S,,,327.0,
934,46,2208.png,46,147,86,118,109,144,0.444847047328949,#766d90,Blue,233.0,,2208.png,,N,,,,233.0
935,46,2208.png,46,139,94,45,35,36,0.1458709686994553,#2d2324,Brown,,702.0,2208.png,0.0,S,,,328.0,
936,46,2208.png,46,125,97,52,45,46,0.182586669921875,#342d2e,Brown,,703.0,2208.png,0.0,S,,,329.0,
937,46,2208.png,46,127,89,96,102,109,0.3969792127609253,#60666d,Blue,234.0,,2208.png,,N,,,,234.0
938,46,2208.png,46,130,106,67,53,51,0.218944326043129,#433533,Brown,,704.0,2208.png,0.0,S,,,330.0,
939,46,2208.png,46,89,121,73,48,58,0.211896076798439,#49303a,Brown,,705.0,2208.png,0.0,S,,,331.0,
940,46,2208.png,46,102,100,41,30,29,0.1265309751033783,#291e1d,Brown,,706.0,2208.png,0.0,S,,,332.0,
941,46,2208.png,46,99,92,54,40,46,0.1702258884906769,#36282e,Brown,,707.0,2208.png,0.0,S,,,333.0,
942,46,2208.png,46,95,98,52,45,43,0.1817384362220764,#342d2b,Brown,,708.0,2208.png,0.0,S,,,334.0,
943,46,2208.png,46,96,87,61,35,39,0.1600525379180908,#3d2327,Brown,,709.0,2208.png,0.0,S,,,335.0,
944,46,2208.png,46,87,64,64,55,46,0.2206415683031082,#40372e,Brown,,710.0,2208.png,0.0,S,,,336.0,
945,46,2208.png,46,99,55,59,37,40,0.1642796099185944,#3b2528,Brown,,711.0,2208.png,0.0,S,,,337.0,
946,46,2208.png,46,105,43,92,66,46,0.2748352885246277,#5c422e,Brown,,712.0,2208.png,2.0,M,,276.0,,
947,46,2208.png,46,101,21,55,49,59,0.1999843120574951,#37313b,Brown,,713.0,2208.png,0.0,S,,,338.0,
948,46,2208.png,46,108,69,59,36,43,0.1623223572969437,#3b242b,Brown,,714.0,2208.png,0.0,S,,,339.0,
949,46,2208.png,46,122,63,57,38,42,0.1659839153289795,#39262a,Brown,,715.0,2208.png,0.0,S,,,340.0,
950,46,2208.png,46,115,47,71,56,49,0.2301286160945892,#473831,Brown,,716.0,2208.png,0.0,S,,,341.0,
951,46,2208.png,46,122,49,127,132,138,0.5151768922805786,#7f848a,Brown,,717.0,2208.png,1.0,W,100.0,,,
952,46,2208.png,46,118,21,52,50,55,0.1991588324308395,#343237,Brown,,718.0,2208.png,0.0,S,,,342.0,
953,46,2208.png,46,129,23,54,37,39,0.1598301976919174,#362527,Brown,,719.0,2208.png,0.0,S,,,343.0,
954,46,2208.png,46,137,15,64,47,61,0.2024388313293457,#402f3d,Brown,,720.0,2208.png,0.0,S,,,344.0,
955,46,2208.png,46,145,4,85,65,77,0.2749615907669067,#55414d,Brown,,721.0,2208.png,2.0,M,,277.0,,
956,46,2208.png,46,160,8,64,44,45,0.1894984394311905,#402c2d,Brown,,722.0,2208.png,0.0,S,,,345.0,
957,46,2208.png,46,159,22,79,73,84,0.2943847179412842,#4f4954,Brown,,723.0,2208.png,2.0,M,,278.0,,
958,46,2208.png,46,168,19,67,54,78,0.2293839305639267,#43364e,Brown,,724.0,2208.png,0.0,S,,,346.0,
959,46,2208.png,46,178,24,85,73,91,0.3013639152050018,#55495b,Brown,,725.0,2208.png,2.0,M,,279.0,,
960,46,2208.png,46,180,32,61,45,59,0.1937623471021652,#3d2d3b,Brown,,726.0,2208.png,0.0,S,,,347.0,
961,46,2208.png,46,172,34,56,47,57,0.1946411728858948,#382f39,Brown,,727.0,2208.png,0.0,S,,,348.0,
962,46,2208.png,46,175,45,87,64,68,0.27127805352211,#574044,Brown,,728.0,2208.png,2.0,M,,280.0,,
963,46,2208.png,46,152,36,59,52,45,0.2077756822109222,#3b342d,Brown,,729.0,2208.png,0.0,S,,,349.0,
964,46,2208.png,46,145,33,50,48,49,0.190184697508812,#323031,Brown,,730.0,2208.png,0.0,S,,,350.0,
965,46,2208.png,46,136,38,64,50,56,0.2094415724277496,#403238,Brown,,731.0,2208.png,0.0,S,,,351.0,
966,46,2208.png,46,139,50,64,50,60,0.2105725556612015,#40323c,Brown,,732.0,2208.png,0.0,S,,,352.0,
967,46,2208.png,46,140,61,64,51,66,0.2150745093822479,#403342,Brown,,733.0,2208.png,0.0,S,,,353.0,
968,46,2208.png,46,148,52,59,50,60,0.2064058780670166,#3b323c,Brown,,734.0,2208.png,0.0,S,,,354.0,
969,46,2208.png,46,152,57,85,73,90,0.3010811805725098,#55495a,Brown,,735.0,2208.png,2.0,M,,281.0,,
970,46,2208.png,46,159,64,63,55,84,0.230552539229393,#3f3754,Blue,235.0,,2208.png,,N,,,,235.0
971,46,2208.png,46,169,66,56,56,60,0.2207388132810593,#38383c,Brown,,736.0,2208.png,0.0,S,,,355.0,
972,47,223.png,12,5,119,27,25,23,0.099140390753746,#1b1917,Brown,,737.0,223.png,0.0,S,,,356.0,
973,47,223.png,12,6,135,43,24,22,0.1093854904174805,#2b1816,Brown,,738.0,223.png,0.0,S,,,357.0,
974,47,223.png,12,16,130,30,25,23,0.1016403883695602,#1e1917,Brown,,739.0,223.png,0.0,S,,,358.0,
975,47,223.png,12,34,142,35,28,24,0.1145062744617462,#231c18,Brown,,740.0,223.png,0.0,S,,,359.0,
976,47,223.png,12,27,158,48,27,24,0.1225341260433197,#301b18,Brown,,741.0,223.png,0.0,S,,,360.0,
977,47,223.png,12,22,149,34,21,20,0.0929035320878028,#221514,Brown,,742.0,223.png,0.0,S,,,361.0,
978,47,223.png,12,40,154,44,25,25,0.1138725504279137,#2c1919,Brown,,743.0,223.png,0.0,S,,,362.0,
979,47,223.png,12,45,171,53,41,26,0.1665431261062622,#35291a,Brown,,744.0,223.png,0.0,S,,,363.0,
980,47,223.png,12,47,157,46,29,26,0.1270439177751541,#2e1d1a,Brown,,745.0,223.png,0.0,S,,,364.0,
981,47,223.png,12,59,166,35,23,24,0.1004788279533386,#231718,Brown,,746.0,223.png,0.0,S,,,365.0,
982,47,223.png,12,58,182,33,22,23,0.095723919570446,#211617,Brown,,747.0,223.png,0.0,S,,,366.0,
983,47,223.png,12,71,197,29,23,22,0.0949133336544036,#1d1716,Brown,,748.0,223.png,0.0,S,,,367.0,
984,48,2284.png,1,11,24,41,35,47,0.1456478387117386,#29232f,Brown,,749.0,2284.png,0.0,S,,,368.0,
985,49,2325.png,1,60,75,90,74,88,0.3074878454208374,#5a4a58,Brown,,750.0,2325.png,2.0,M,,282.0,,
986,50,2357.png,12,23,35,102,103,118,0.4073294103145599,#666776,Blue,236.0,,2357.png,,N,,,,236.0
987,50,2357.png,12,14,53,116,104,119,0.4220843017101288,#746877,Blue,237.0,,2357.png,,N,,,,237.0
988,50,2357.png,12,23,67,77,69,96,0.2848890423774719,#4d4560,Blue,238.0,,2357.png,,N,,,,238.0
